ROW_ID,LOCATION,GENDER,CAUSE_OF_DEATH,YEAR,NR_DEATH,AGE_STD_MORTALITY_RATE
303,"Canada, place of residence",Females,Tuberculosis  [A16-A19],2020,41,0.2
304,"Canada, place of residence",Females,Tuberculosis  [A16-A19],2021,43,0.2
305,"Canada, place of residence",Females,Tuberculosis  [A16-A19],2022,50,0.2
306,"Canada, place of residence",Females,Whooping cough  [A37],2018,1,0
307,"Canada, place of residence",Females,Whooping cough  [A37],2019,0,0
308,"Canada, place of residence",Females,Whooping cough  [A37],2020,0,0
309,"Canada, place of residence",Females,Whooping cough  [A37],2021,0,0
310,"Canada, place of residence",Females,Whooping cough  [A37],2022,0,0
311,"Canada, place of residence",Females,"Scarlet fever and erysipelas  [A38, A46]",2018,0,0
312,"Canada, place of residence",Females,"Scarlet fever and erysipelas  [A38, A46]",2019,0,0
313,"Canada, place of residence",Females,"Scarlet fever and erysipelas  [A38, A46]",2020,0,0
314,"Canada, place of residence",Females,"Scarlet fever and erysipelas  [A38, A46]",2021,0,0
315,"Canada, place of residence",Females,"Scarlet fever and erysipelas  [A38, A46]",2022,0,0
316,"Canada, place of residence",Females,Meningococcal infection  [A39],2018,5,0
317,"Canada, place of residence",Females,Meningococcal infection  [A39],2019,6,0
318,"Canada, place of residence",Females,Meningococcal infection  [A39],2020,4,0
319,"Canada, place of residence",Females,Meningococcal infection  [A39],2021,2,0
320,"Canada, place of residence",Females,Meningococcal infection  [A39],2022,3,0
321,"Canada, place of residence",Females,Sepsis  [A40-A41],2018,"1,229",4.9
322,"Canada, place of residence",Females,Sepsis  [A40-A41],2019,"1,154",4.5
323,"Canada, place of residence",Females,Sepsis  [A40-A41],2020,"1,253",4.7
324,"Canada, place of residence",Females,Sepsis  [A40-A41],2021,"1,072",3.9
325,"Canada, place of residence",Females,Sepsis  [A40-A41],2022,"1,163",4.2
326,"Canada, place of residence",Females,Syphilis  [A50-A53],2018,2,0
327,"Canada, place of residence",Females,Syphilis  [A50-A53],2019,1,0
328,"Canada, place of residence",Females,Syphilis  [A50-A53],2020,2,0
329,"Canada, place of residence",Females,Syphilis  [A50-A53],2021,1,0
330,"Canada, place of residence",Females,Syphilis  [A50-A53],2022,0,0
331,"Canada, place of residence",Females,Acute poliomyelitis  [A80],2018,0,0
332,"Canada, place of residence",Females,Acute poliomyelitis  [A80],2019,0,0
333,"Canada, place of residence",Females,Acute poliomyelitis  [A80],2020,0,0
334,"Canada, place of residence",Females,Acute poliomyelitis  [A80],2021,0,0
335,"Canada, place of residence",Females,Acute poliomyelitis  [A80],2022,0,0
336,"Canada, place of residence",Females,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2018,0,0
337,"Canada, place of residence",Females,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2019,0,0
338,"Canada, place of residence",Females,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2020,0,0
339,"Canada, place of residence",Females,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2021,0,0
340,"Canada, place of residence",Females,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2022,0,0
341,"Canada, place of residence",Females,Measles  [B05],2018,0,0
342,"Canada, place of residence",Females,Measles  [B05],2019,0,0
343,"Canada, place of residence",Females,Measles  [B05],2020,0,0
344,"Canada, place of residence",Females,Measles  [B05],2021,0,0
345,"Canada, place of residence",Females,Measles  [B05],2022,0,0
346,"Canada, place of residence",Females,Viral hepatitis  [B15-B19],2018,119,0.6
347,"Canada, place of residence",Females,Viral hepatitis  [B15-B19],2019,111,0.5
348,"Canada, place of residence",Females,Viral hepatitis  [B15-B19],2020,94,0.4
349,"Canada, place of residence",Females,Viral hepatitis  [B15-B19],2021,89,0.4
350,"Canada, place of residence",Females,Viral hepatitis  [B15-B19],2022,66,0.3
351,"Canada, place of residence",Females,Human immunodeficiency virus [HIV] disease  [B20-B24],2018,30,0.2
352,"Canada, place of residence",Females,Human immunodeficiency virus [HIV] disease  [B20-B24],2019,24,0.1
353,"Canada, place of residence",Females,Human immunodeficiency virus [HIV] disease  [B20-B24],2020,25,0.1
354,"Canada, place of residence",Females,Human immunodeficiency virus [HIV] disease  [B20-B24],2021,26,0.1
355,"Canada, place of residence",Females,Human immunodeficiency virus [HIV] disease  [B20-B24],2022,31,0.2
356,"Canada, place of residence",Females,Malaria  [B50-B54],2018,0,0
357,"Canada, place of residence",Females,Malaria  [B50-B54],2019,0,0
358,"Canada, place of residence",Females,Malaria  [B50-B54],2020,0,0
359,"Canada, place of residence",Females,Malaria  [B50-B54],2021,0,0
360,"Canada, place of residence",Females,Malaria  [B50-B54],2022,1,0
361,"Canada, place of residence",Females,Other and unspecified infectious and parasitic diseases and their sequelae 25,2018,462,1.9
362,"Canada, place of residence",Females,Other and unspecified infectious and parasitic diseases and their sequelae 25,2019,462,1.9
363,"Canada, place of residence",Females,Other and unspecified infectious and parasitic diseases and their sequelae 25,2020,455,1.7
364,"Canada, place of residence",Females,Other and unspecified infectious and parasitic diseases and their sequelae 25,2021,445,1.7
365,"Canada, place of residence",Females,Other and unspecified infectious and parasitic diseases and their sequelae 25,2022,658,2.5
366,"Canada, place of residence",Females,Malignant neoplasms  [C00-C97],2018,"37,510",164.4
367,"Canada, place of residence",Females,Malignant neoplasms  [C00-C97],2019,"37,397",159.7
368,"Canada, place of residence",Females,Malignant neoplasms  [C00-C97],2020,"38,238",159.2
369,"Canada, place of residence",Females,Malignant neoplasms  [C00-C97],2021,"38,932",157.7
370,"Canada, place of residence",Females,Malignant neoplasms  [C00-C97],2022,"39,004",154.2
371,"Canada, place of residence",Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2018,800,3.3
372,"Canada, place of residence",Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2019,779,3.1
373,"Canada, place of residence",Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2020,819,3.2
374,"Canada, place of residence",Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2021,770,2.9
375,"Canada, place of residence",Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2022,799,2.9
376,"Canada, place of residence",Females,Anaemias  [D50-D64],2018,312,1.2
377,"Canada, place of residence",Females,Anaemias  [D50-D64],2019,303,1.1
378,"Canada, place of residence",Females,Anaemias  [D50-D64],2020,369,1.3
379,"Canada, place of residence",Females,Anaemias  [D50-D64],2021,397,1.3
380,"Canada, place of residence",Females,Anaemias  [D50-D64],2022,400,1.3
381,"Canada, place of residence",Females,Diabetes mellitus  [E10-E14],2018,"3,079",12.8
382,"Canada, place of residence",Females,Diabetes mellitus  [E10-E14],2019,"3,053",12.4
383,"Canada, place of residence",Females,Diabetes mellitus  [E10-E14],2020,"3,344",13.2
384,"Canada, place of residence",Females,Diabetes mellitus  [E10-E14],2021,"3,382",13
385,"Canada, place of residence",Females,Diabetes mellitus  [E10-E14],2022,"3,296",12.3
386,"Canada, place of residence",Females,Nutritional deficiencies  [E40-E64],2018,158,0.6
387,"Canada, place of residence",Females,Nutritional deficiencies  [E40-E64],2019,138,0.5
388,"Canada, place of residence",Females,Nutritional deficiencies  [E40-E64],2020,156,0.6
389,"Canada, place of residence",Females,Nutritional deficiencies  [E40-E64],2021,165,0.6
390,"Canada, place of residence",Females,Nutritional deficiencies  [E40-E64],2022,177,0.6
391,"Canada, place of residence",Females,"Dementia  [F010-F019, F03]",2018,"14,709",51.9
392,"Canada, place of residence",Females,"Dementia  [F010-F019, F03]",2019,"15,250",52.5
393,"Canada, place of residence",Females,"Dementia  [F010-F019, F03]",2020,"15,024",50.6
394,"Canada, place of residence",Females,"Dementia  [F010-F019, F03]",2021,"14,920",49.2
395,"Canada, place of residence",Females,"Dementia  [F010-F019, F03]",2022,"16,382",53
396,"Canada, place of residence",Females,"Meningitis  [G00, G03]",2018,40,0.2
397,"Canada, place of residence",Females,"Meningitis  [G00, G03]",2019,32,0.2
398,"Canada, place of residence",Females,"Meningitis  [G00, G03]",2020,27,0.1
399,"Canada, place of residence",Females,"Meningitis  [G00, G03]",2021,28,0.1
400,"Canada, place of residence",Females,"Meningitis  [G00, G03]",2022,33,0.1
401,"Canada, place of residence",Females,Parkinson's disease  [G20-G21],2018,"1,236",5
402,"Canada, place of residence",Females,Parkinson's disease  [G20-G21],2019,"1,172",4.6
403,"Canada, place of residence",Females,Parkinson's disease  [G20-G21],2020,"1,328",5.1
404,"Canada, place of residence",Females,Parkinson's disease  [G20-G21],2021,"1,326",4.9
405,"Canada, place of residence",Females,Parkinson's disease  [G20-G21],2022,"1,369",4.9
406,"Canada, place of residence",Females,Alzheimer's disease  [G30],2018,"4,338",15.9
407,"Canada, place of residence",Females,Alzheimer's disease  [G30],2019,"4,183",14.9
408,"Canada, place of residence",Females,Alzheimer's disease  [G30],2020,"3,848",13.3
409,"Canada, place of residence",Females,Alzheimer's disease  [G30],2021,"3,663",12.4
410,"Canada, place of residence",Females,Alzheimer's disease  [G30],2022,"3,659",12.2
411,"Canada, place of residence",Females,Major cardiovascular diseases  [I00-I78],2018,"34,998",134.5
412,"Canada, place of residence",Females,Major cardiovascular diseases  [I00-I78],2019,"34,727",129.8
413,"Canada, place of residence",Females,Major cardiovascular diseases  [I00-I78],2020,"34,991",128.2
414,"Canada, place of residence",Females,Major cardiovascular diseases  [I00-I78],2021,"34,998",125
415,"Canada, place of residence",Females,Major cardiovascular diseases  [I00-I78],2022,"36,173",126.7
416,"Canada, place of residence",Females,Other disorders of circulatory system  [I80-I99],2018,180,0.8
417,"Canada, place of residence",Females,Other disorders of circulatory system  [I80-I99],2019,212,0.9
418,"Canada, place of residence",Females,Other disorders of circulatory system  [I80-I99],2020,222,0.9
419,"Canada, place of residence",Females,Other disorders of circulatory system  [I80-I99],2021,204,0.9
420,"Canada, place of residence",Females,Other disorders of circulatory system  [I80-I99],2022,224,0.9
421,"Canada, place of residence",Females,Influenza and pneumonia  [J09-J18],2018,"4,604",17.2
422,"Canada, place of residence",Females,Influenza and pneumonia  [J09-J18],2019,"3,653",13.5
423,"Canada, place of residence",Females,Influenza and pneumonia  [J09-J18],2020,"3,037",11
424,"Canada, place of residence",Females,Influenza and pneumonia  [J09-J18],2021,"1,973",6.9
425,"Canada, place of residence",Females,Influenza and pneumonia  [J09-J18],2022,"2,968",10.4
426,"Canada, place of residence",Females,Other acute lower respiratory infections  [J20-J22],2018,90,0.3
427,"Canada, place of residence",Females,Other acute lower respiratory infections  [J20-J22],2019,46,0.2
428,"Canada, place of residence",Females,Other acute lower respiratory infections  [J20-J22],2020,44,0.2
429,"Canada, place of residence",Females,Other acute lower respiratory infections  [J20-J22],2021,18,0.1
430,"Canada, place of residence",Females,Other acute lower respiratory infections  [J20-J22],2022,28,0.1
431,"Canada, place of residence",Females,Chronic lower respiratory diseases  [J40-J47],2018,"6,588",27.1
432,"Canada, place of residence",Females,Chronic lower respiratory diseases  [J40-J47],2019,"6,514",26
433,"Canada, place of residence",Females,Chronic lower respiratory diseases  [J40-J47],2020,"5,846",22.7
434,"Canada, place of residence",Females,Chronic lower respiratory diseases  [J40-J47],2021,"5,379",20.3
435,"Canada, place of residence",Females,Chronic lower respiratory diseases  [J40-J47],2022,"6,254",23.1
436,"Canada, place of residence",Females,"Pneumoconioses and chemical effects  [J60-J66, J68]",2018,6,0
437,"Canada, place of residence",Females,"Pneumoconioses and chemical effects  [J60-J66, J68]",2019,5,0
438,"Canada, place of residence",Females,"Pneumoconioses and chemical effects  [J60-J66, J68]",2020,8,0
439,"Canada, place of residence",Females,"Pneumoconioses and chemical effects  [J60-J66, J68]",2021,10,0
440,"Canada, place of residence",Females,"Pneumoconioses and chemical effects  [J60-J66, J68]",2022,7,0
441,"Canada, place of residence",Females,Pneumonitis due to solids and liquids  [J69],2018,676,2.5
442,"Canada, place of residence",Females,Pneumonitis due to solids and liquids  [J69],2019,683,2.5
443,"Canada, place of residence",Females,Pneumonitis due to solids and liquids  [J69],2020,710,2.5
444,"Canada, place of residence",Females,Pneumonitis due to solids and liquids  [J69],2021,785,2.7
445,"Canada, place of residence",Females,Pneumonitis due to solids and liquids  [J69],2022,851,2.9
446,"Canada, place of residence",Females,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2018,"1,709",7
447,"Canada, place of residence",Females,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2019,"1,798",7.1
448,"Canada, place of residence",Females,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2020,"1,675",6.5
449,"Canada, place of residence",Females,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2021,"1,586",6
450,"Canada, place of residence",Females,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2022,"1,841",6.9
451,"Canada, place of residence",Females,Peptic ulcer  [K25-K28],2018,215,0.9
452,"Canada, place of residence",Females,Peptic ulcer  [K25-K28],2019,238,0.9
453,"Canada, place of residence",Females,Peptic ulcer  [K25-K28],2020,249,0.9
454,"Canada, place of residence",Females,Peptic ulcer  [K25-K28],2021,256,1
455,"Canada, place of residence",Females,Peptic ulcer  [K25-K28],2022,262,1
456,"Canada, place of residence",Females,Diseases of appendix  [K35-K38],2018,20,0.1
457,"Canada, place of residence",Females,Diseases of appendix  [K35-K38],2019,24,0.1
458,"Canada, place of residence",Females,Diseases of appendix  [K35-K38],2020,20,0.1
459,"Canada, place of residence",Females,Diseases of appendix  [K35-K38],2021,28,0.1
460,"Canada, place of residence",Females,Diseases of appendix  [K35-K38],2022,27,0.1
461,"Canada, place of residence",Females,Hernia  [K40-K46],2018,221,0.9
462,"Canada, place of residence",Females,Hernia  [K40-K46],2019,227,0.9
463,"Canada, place of residence",Females,Hernia  [K40-K46],2020,240,0.9
464,"Canada, place of residence",Females,Hernia  [K40-K46],2021,243,0.9
465,"Canada, place of residence",Females,Hernia  [K40-K46],2022,269,1
466,"Canada, place of residence",Females,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2018,"1,317",6.3
467,"Canada, place of residence",Females,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2019,"1,314",6.1
468,"Canada, place of residence",Females,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2020,"1,499",7
469,"Canada, place of residence",Females,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2021,"1,694",7.7
470,"Canada, place of residence",Females,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2022,"1,649",7.3
471,"Canada, place of residence",Females,Cholelithiasis and other disorders of gallbladder  [K80-K82],2018,240,0.9
472,"Canada, place of residence",Females,Cholelithiasis and other disorders of gallbladder  [K80-K82],2019,261,1
473,"Canada, place of residence",Females,Cholelithiasis and other disorders of gallbladder  [K80-K82],2020,242,0.9
474,"Canada, place of residence",Females,Cholelithiasis and other disorders of gallbladder  [K80-K82],2021,298,1.1
475,"Canada, place of residence",Females,Cholelithiasis and other disorders of gallbladder  [K80-K82],2022,252,0.9
476,"Canada, place of residence",Females,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2018,"1,881",7.3
477,"Canada, place of residence",Females,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2019,"1,860",7
478,"Canada, place of residence",Females,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2020,"2,023",7.5
479,"Canada, place of residence",Females,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2021,"1,962",7
480,"Canada, place of residence",Females,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2022,"2,069",7.3
481,"Canada, place of residence",Females,"Infections of kidney  [N10-N12, N13.6, N15.1]",2018,101,0.4
482,"Canada, place of residence",Females,"Infections of kidney  [N10-N12, N13.6, N15.1]",2019,101,0.4
483,"Canada, place of residence",Females,"Infections of kidney  [N10-N12, N13.6, N15.1]",2020,105,0.4
484,"Canada, place of residence",Females,"Infections of kidney  [N10-N12, N13.6, N15.1]",2021,119,0.4
485,"Canada, place of residence",Females,"Infections of kidney  [N10-N12, N13.6, N15.1]",2022,117,0.4
486,"Canada, place of residence",Females,Hyperplasia of prostate  [N40],2018,...,...
487,"Canada, place of residence",Females,Hyperplasia of prostate  [N40],2019,...,...
488,"Canada, place of residence",Females,Hyperplasia of prostate  [N40],2020,...,...
489,"Canada, place of residence",Females,Hyperplasia of prostate  [N40],2021,...,...
490,"Canada, place of residence",Females,Hyperplasia of prostate  [N40],2022,...,...
491,"Canada, place of residence",Females,Inflammatory diseases of female pelvic organs  [N70-N76],2018,17,0.1
492,"Canada, place of residence",Females,Inflammatory diseases of female pelvic organs  [N70-N76],2019,20,0.1
493,"Canada, place of residence",Females,Inflammatory diseases of female pelvic organs  [N70-N76],2020,26,0.1
494,"Canada, place of residence",Females,Inflammatory diseases of female pelvic organs  [N70-N76],2021,41,0.2
495,"Canada, place of residence",Females,Inflammatory diseases of female pelvic organs  [N70-N76],2022,34,0.1
496,"Canada, place of residence",Females,"Pregnancy, childbirth and the puerperium  [O00-O99]",2018,34,0.2
497,"Canada, place of residence",Females,"Pregnancy, childbirth and the puerperium  [O00-O99]",2019,32,0.2
498,"Canada, place of residence",Females,"Pregnancy, childbirth and the puerperium  [O00-O99]",2020,34,0.2
499,"Canada, place of residence",Females,"Pregnancy, childbirth and the puerperium  [O00-O99]",2021,30,0.2
500,"Canada, place of residence",Females,"Pregnancy, childbirth and the puerperium  [O00-O99]",2022,30,0.2
501,"Canada, place of residence",Females,Certain conditions originating in the perinatal period  [P00-P96],2018,456,2.7
502,"Canada, place of residence",Females,Certain conditions originating in the perinatal period  [P00-P96],2019,422,2.5
503,"Canada, place of residence",Females,Certain conditions originating in the perinatal period  [P00-P96],2020,399,2.4
504,"Canada, place of residence",Females,Certain conditions originating in the perinatal period  [P00-P96],2021,407,2.5
505,"Canada, place of residence",Females,Certain conditions originating in the perinatal period  [P00-P96],2022,441,2.7
506,"Canada, place of residence",Females,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2018,521,2.8
507,"Canada, place of residence",Females,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2019,475,2.5
508,"Canada, place of residence",Females,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2020,533,2.8
509,"Canada, place of residence",Females,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2021,445,2.3
510,"Canada, place of residence",Females,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2022,469,2.4
511,"Canada, place of residence",Females,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2018,"2,298",9.7
512,"Canada, place of residence",Females,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2019,"2,294",9.2
513,"Canada, place of residence",Females,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2020,"3,152",13.3
514,"Canada, place of residence",Females,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2021,"4,259",18
515,"Canada, place of residence",Females,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2022,"7,055",29.3
516,"Canada, place of residence",Females,"COVID-19  [U07.1, U07.2, U10.9]",2018,..,..
517,"Canada, place of residence",Females,"COVID-19  [U07.1, U07.2, U10.9]",2019,..,..
518,"Canada, place of residence",Females,"COVID-19  [U07.1, U07.2, U10.9]",2020,"8,188",29.4
519,"Canada, place of residence",Females,"COVID-19  [U07.1, U07.2, U10.9]",2021,"6,368",24.2
520,"Canada, place of residence",Females,"COVID-19  [U07.1, U07.2, U10.9]",2022,"9,119",32.1
521,"Canada, place of residence",Females,All other diseases (residual) 26,2018,"11,381",47.1
522,"Canada, place of residence",Females,All other diseases (residual) 26,2019,"11,588",46.8
523,"Canada, place of residence",Females,All other diseases (residual) 26,2020,"11,909",47.3
524,"Canada, place of residence",Females,All other diseases (residual) 26,2021,"12,356",47.8
525,"Canada, place of residence",Females,All other diseases (residual) 26,2022,"13,496",50.6
526,"Canada, place of residence",Females,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2018,"6,329",27.2
527,"Canada, place of residence",Females,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2019,"6,463",27
528,"Canada, place of residence",Females,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2020,"6,662",27.4
529,"Canada, place of residence",Females,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2021,"7,553",31
530,"Canada, place of residence",Females,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2022,"7,597",29.5
531,"Canada, place of residence",Females,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2018,"1,132",6.2
532,"Canada, place of residence",Females,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2019,"1,100",5.9
533,"Canada, place of residence",Females,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2020,"1,040",5.5
534,"Canada, place of residence",Females,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2021,947,5
535,"Canada, place of residence",Females,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2022,905,4.7
536,"Canada, place of residence",Females,"Assault (homicide)  [X85-Y09, Y87.1]",2018,130,0.7
537,"Canada, place of residence",Females,"Assault (homicide)  [X85-Y09, Y87.1]",2019,121,0.6
538,"Canada, place of residence",Females,"Assault (homicide)  [X85-Y09, Y87.1]",2020,121,0.6
539,"Canada, place of residence",Females,"Assault (homicide)  [X85-Y09, Y87.1]",2021,93,0.5
540,"Canada, place of residence",Females,"Assault (homicide)  [X85-Y09, Y87.1]",2022,72,0.4
541,"Canada, place of residence",Females,"Legal intervention  [Y35, Y89.0]",2018,2,0
542,"Canada, place of residence",Females,"Legal intervention  [Y35, Y89.0]",2019,2,0
543,"Canada, place of residence",Females,"Legal intervention  [Y35, Y89.0]",2020,0,0
544,"Canada, place of residence",Females,"Legal intervention  [Y35, Y89.0]",2021,1,0
545,"Canada, place of residence",Females,"Legal intervention  [Y35, Y89.0]",2022,0,0
546,"Canada, place of residence",Females,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2018,89,0.5
547,"Canada, place of residence",Females,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2019,115,0.6
548,"Canada, place of residence",Females,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2020,125,0.6
549,"Canada, place of residence",Females,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2021,106,0.5
550,"Canada, place of residence",Females,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2022,94,0.5
551,"Canada, place of residence",Females,"Operations of war and their sequelae  [Y36, Y89.1]",2018,0,0
552,"Canada, place of residence",Females,"Operations of war and their sequelae  [Y36, Y89.1]",2019,0,0
553,"Canada, place of residence",Females,"Operations of war and their sequelae  [Y36, Y89.1]",2020,0,0
554,"Canada, place of residence",Females,"Operations of war and their sequelae  [Y36, Y89.1]",2021,0,0
555,"Canada, place of residence",Females,"Operations of war and their sequelae  [Y36, Y89.1]",2022,0,0
556,"Canada, place of residence",Females,"Complications of medical and surgical care  [Y40-Y84, Y88]",2018,84,0.4
557,"Canada, place of residence",Females,"Complications of medical and surgical care  [Y40-Y84, Y88]",2019,81,0.3
558,"Canada, place of residence",Females,"Complications of medical and surgical care  [Y40-Y84, Y88]",2020,79,0.3
559,"Canada, place of residence",Females,"Complications of medical and surgical care  [Y40-Y84, Y88]",2021,84,0.3
560,"Canada, place of residence",Females,"Complications of medical and surgical care  [Y40-Y84, Y88]",2022,130,0.5
561,"Newfoundland and Labrador, place of residence",Males,"Total, all causes of death  [A00-Y89]",2018,"2,689",973.8
562,"Newfoundland and Labrador, place of residence",Males,"Total, all causes of death  [A00-Y89]",2019,"2,800",979.7
563,"Newfoundland and Labrador, place of residence",Males,"Total, all causes of death  [A00-Y89]",2020,"2,867",977.3
564,"Newfoundland and Labrador, place of residence",Males,"Total, all causes of death  [A00-Y89]",2021,"3,055","1,002.30"
565,"Newfoundland and Labrador, place of residence",Males,"Total, all causes of death  [A00-Y89]",2022,"3,380","1,066.80"
566,"Newfoundland and Labrador, place of residence",Males,Salmonella infections  [A01-A02],2018,0,0
567,"Newfoundland and Labrador, place of residence",Males,Salmonella infections  [A01-A02],2019,0,0
568,"Newfoundland and Labrador, place of residence",Males,Salmonella infections  [A01-A02],2020,0,0
569,"Newfoundland and Labrador, place of residence",Males,Salmonella infections  [A01-A02],2021,0,0
570,"Newfoundland and Labrador, place of residence",Males,Salmonella infections  [A01-A02],2022,0,0
571,"Newfoundland and Labrador, place of residence",Males,"Shigellosis and amoebiasis  [A03, A06]",2018,0,0
572,"Newfoundland and Labrador, place of residence",Males,"Shigellosis and amoebiasis  [A03, A06]",2019,0,0
573,"Newfoundland and Labrador, place of residence",Males,"Shigellosis and amoebiasis  [A03, A06]",2020,0,0
574,"Newfoundland and Labrador, place of residence",Males,"Shigellosis and amoebiasis  [A03, A06]",2021,0,0
575,"Newfoundland and Labrador, place of residence",Males,"Shigellosis and amoebiasis  [A03, A06]",2022,0,0
576,"Newfoundland and Labrador, place of residence",Males,"Certain other intestinal infections  [A04, A07-A09]",2018,5,1.5
577,"Newfoundland and Labrador, place of residence",Males,"Certain other intestinal infections  [A04, A07-A09]",2019,4,1.7
578,"Newfoundland and Labrador, place of residence",Males,"Certain other intestinal infections  [A04, A07-A09]",2020,5,1.6
579,"Newfoundland and Labrador, place of residence",Males,"Certain other intestinal infections  [A04, A07-A09]",2021,8,2.9
580,"Newfoundland and Labrador, place of residence",Males,"Certain other intestinal infections  [A04, A07-A09]",2022,3,0.8
581,"Newfoundland and Labrador, place of residence",Males,Tuberculosis  [A16-A19],2018,1,0.4
582,"Newfoundland and Labrador, place of residence",Males,Tuberculosis  [A16-A19],2019,0,0
583,"Newfoundland and Labrador, place of residence",Males,Tuberculosis  [A16-A19],2020,0,0
584,"Newfoundland and Labrador, place of residence",Males,Tuberculosis  [A16-A19],2021,0,0
585,"Newfoundland and Labrador, place of residence",Males,Tuberculosis  [A16-A19],2022,0,0
586,"Newfoundland and Labrador, place of residence",Males,Whooping cough  [A37],2018,0,0
587,"Newfoundland and Labrador, place of residence",Males,Whooping cough  [A37],2019,0,0
588,"Newfoundland and Labrador, place of residence",Males,Whooping cough  [A37],2020,0,0
589,"Newfoundland and Labrador, place of residence",Males,Whooping cough  [A37],2021,0,0
590,"Newfoundland and Labrador, place of residence",Males,Whooping cough  [A37],2022,0,0
591,"Newfoundland and Labrador, place of residence",Males,"Scarlet fever and erysipelas  [A38, A46]",2018,0,0
592,"Newfoundland and Labrador, place of residence",Males,"Scarlet fever and erysipelas  [A38, A46]",2019,0,0
593,"Newfoundland and Labrador, place of residence",Males,"Scarlet fever and erysipelas  [A38, A46]",2020,0,0
594,"Newfoundland and Labrador, place of residence",Males,"Scarlet fever and erysipelas  [A38, A46]",2021,0,0
595,"Newfoundland and Labrador, place of residence",Males,"Scarlet fever and erysipelas  [A38, A46]",2022,0,0
596,"Newfoundland and Labrador, place of residence",Males,Meningococcal infection  [A39],2018,0,0
597,"Newfoundland and Labrador, place of residence",Males,Meningococcal infection  [A39],2019,0,0
598,"Newfoundland and Labrador, place of residence",Males,Meningococcal infection  [A39],2020,0,0
599,"Newfoundland and Labrador, place of residence",Males,Meningococcal infection  [A39],2021,0,0
600,"Newfoundland and Labrador, place of residence",Males,Meningococcal infection  [A39],2022,0,0
601,"Newfoundland and Labrador, place of residence",Males,Sepsis  [A40-A41],2018,19,6.3
